CaseID,Activity,Duration,Duration Float,Time to conclusion,Passed Time,Step
Case 2387,Take in charge ticket,0 days 00:00:00,0.0,32.9601,-0.0,1
Case 2387,Resolve ticket,3 days 02:01:56,3.0847,29.8754,29.8754,2
Case 2387,Closed,29 days 21:00:31,29.8754,-0.0,32.9601,3
Case 3876,Assign seriousness,0 days 00:00:00,0.0,43.9598,-0.0,1
Case 3876,Take in charge ticket,0 days 01:13:25,0.051,43.9088,43.9087,2
Case 3876,Resolve ticket,0 days 00:00:05,0.0001,43.9087,43.9088,3
Case 3876,Closed,43 days 21:48:32,43.9087,-0.0,43.9598,4
Case 271,Insert ticket,0 days 00:00:00,0.0,43.9632,-0.0,1
Case 271,Assign seriousness,0 days 00:02:24,0.0017,43.9615,43.7428,2
Case 271,Take in charge ticket,0 days 00:06:59,0.0048,43.9567,43.9567,3
Case 271,Resolve ticket,0 days 05:08:02,0.2139,43.7428,43.9615,4
Case 271,Closed,43 days 17:49:38,43.7428,-0.0,43.9632,5
Case 846,Insert ticket,0 days 00:00:00,0.0,43.9637,0.0,1
Case 846,Assign seriousness,0 days 00:04:02,0.0028,43.9609,37.0272,2
Case 846,Take in charge ticket,6 days 22:20:49,6.9311,37.0298,37.0298,3
Case 846,Resolve ticket,0 days 00:03:44,0.0026,37.0272,43.9609,4
Case 846,Closed,37 days 00:39:08,37.0272,0.0,43.9637,5
Case 4108,Assign seriousness,0 days 00:00:00,0.0,30.9616,0.0,1
Case 4108,Take in charge ticket,0 days 00:00:09,0.0001,30.9615,30.5782,2
Case 4108,Resolve ticket,0 days 09:11:54,0.3833,30.5782,30.9615,3
Case 4108,Closed,30 days 13:52:35,30.5782,0.0,30.9616,4
Case 3130,Assign seriousness,0 days 00:00:10,0.0001,35.1686,-0.0,1
Case 3130,Take in charge ticket,3 days 06:45:15,3.2814,31.8872,0.0001,2
Case 3130,Resolve ticket,31 days 21:17:24,31.8871,0.0001,31.8872,3
Case 3130,Closed,0 days 00:00:10,0.0001,-0.0,35.1686,4
Case 3389,Assign seriousness,0 days 00:00:00,0.0,30.9595,0.0,1
Case 3389,Take in charge ticket,0 days 00:00:14,0.0002,30.9593,30.9362,2
Case 3389,Resolve ticket,0 days 00:33:15,0.0231,30.9362,30.9593,3
Case 3389,Closed,30 days 22:28:11,30.9362,0.0,30.9595,4
Case 3004,Assign seriousness,38 days 05:55:01,38.2465,15.0003,0.0,1
Case 3004,Take in charge ticket,0 days 00:00:04,0.0,15.0003,15.0002,2
Case 3004,Resolve ticket,0 days 00:00:12,0.0001,15.0002,15.0003,3
Case 3004,Closed,15 days 00:00:16,15.0002,0.0,15.0003,4
Case 92,Assign seriousness,0 days 00:00:00,0.0,53.93,0.0,1
Case 92,Take in charge ticket,0 days 00:00:11,0.0001,53.9299,44.9589,2
Case 92,Resolve ticket,8 days 23:18:12,8.971,44.9589,53.9299,3
Case 92,Closed,44 days 23:00:50,44.9589,0.0,53.93,4
Case 3084,Assign seriousness,0 days 00:00:19,0.0002,30.9609,0.0,1
Case 3084,Take in charge ticket,0 days 00:00:29,0.0003,30.9606,30.9585,2
Case 3084,Resolve ticket,0 days 00:03:01,0.0021,30.9585,30.9606,3
Case 3084,Closed,30 days 23:00:16,30.9585,0.0,30.9609,4
Case 2438,Assign seriousness,0 days 00:00:00,0.0,36.964,0.0,1
Case 2438,Take in charge ticket,0 days 00:35:12,0.0244,36.9396,30.1186,2
Case 2438,Resolve ticket,6 days 19:42:11,6.821,30.1186,36.9396,3
Case 2438,Closed,30 days 02:50:50,30.1186,0.0,36.964,4
Case 2297,Insert ticket,0 days 00:00:00,0.0,43.9587,0.0,1
Case 2297,Assign seriousness,0 days 00:01:26,0.001,43.9577,30.6627,2
Case 2297,Take in charge ticket,0 days 00:00:09,0.0001,43.9576,43.9576,3
Case 2297,Resolve ticket,13 days 07:04:43,13.2949,30.6627,43.9577,4
Case 2297,Closed,30 days 15:54:14,30.6627,0.0,43.9587,5
Case 2712,Assign seriousness,0 days 00:00:00,0.0,54.9818,0.0,1
Case 2712,Take in charge ticket,39 days 23:32:26,39.9809,15.0009,15.0002,2
Case 2712,Resolve ticket,0 days 00:00:57,0.0007,15.0002,15.0009,3
Case 2712,Closed,15 days 00:00:17,15.0002,0.0,54.9818,4
Case 2680,Assign seriousness,0 days 00:00:00,0.0,55.9862,0.0,1
Case 2680,Take in charge ticket,5 days 02:18:36,5.0963,50.8899,15.0002,2
Case 2680,Resolve ticket,35 days 21:21:12,35.8897,15.0002,50.8899,3
Case 2680,Closed,15 days 00:00:15,15.0002,0.0,55.9862,4
Case 3545,Assign seriousness,0 days 00:00:00,0.0,55.701,0.0,1
Case 3545,Take in charge ticket,5 days 17:15:01,5.7188,49.9822,15.0001,2
Case 3545,Wait,6 days 23:37:01,6.984,42.9982,15.0002,3
Case 3545,Take in charge ticket,27 days 23:57:11,27.998,15.0002,42.9982,4
Case 3545,Resolve ticket,0 days 00:00:10,0.0001,15.0001,49.9822,5
Case 3545,Closed,15 days 00:00:11,15.0001,0.0,55.701,6
Case 3597,Assign seriousness,0 days 00:00:00,0.0,43.9633,0.0,1
Case 3597,Take in charge ticket,12 days 00:21:35,12.015,31.9483,31.1575,2
Case 3597,Resolve ticket,0 days 18:58:43,0.7908,31.1575,31.9483,3
Case 3597,Closed,31 days 03:46:49,31.1575,0.0,43.9633,4
Case 4223,Assign seriousness,0 days 00:00:12,0.0001,32.9612,-0.0,1
Case 4223,Take in charge ticket,0 days 00:00:09,0.0001,32.9611,31.6921,2
Case 4223,Resolve ticket,1 days 06:27:19,1.269,31.6921,32.9611,3
Case 4223,Closed,31 days 16:36:36,31.6921,-0.0,32.9612,4
Case 953,Assign seriousness,0 days 00:00:00,0.0,32.9646,0.0,1
Case 953,Take in charge ticket,0 days 00:00:16,0.0002,32.9644,32.9643,2
Case 953,Resolve ticket,0 days 00:00:05,0.0001,32.9643,32.9644,3
Case 953,Closed,32 days 23:08:35,32.9643,0.0,32.9646,4
Case 1245,Assign seriousness,0 days 00:00:00,0.0,47.7418,-0.0,1
Case 1245,Take in charge ticket,3 days 19:46:53,3.8242,43.9176,15.0002,2
Case 1245,Wait,0 days 00:00:12,0.0001,43.9175,15.0016,3
Case 1245,Take in charge ticket,7 days 22:12:20,7.9252,35.9923,20.9982,4
Case 1245,Resolve ticket,0 days 00:00:08,0.0001,35.9922,34.8665,5
Case 1245,Take in charge ticket,0 days 06:09:36,0.2567,35.7355,34.8666,6
Case 1245,Wait,0 days 00:00:11,0.0001,35.7354,35.7354,7
Case 1245,Take in charge ticket,0 days 20:51:03,0.8688,34.8666,35.7355,8
Case 1245,Create SW anomaly,0 days 00:00:08,0.0001,34.8665,35.9922,9
Case 1245,Resolve ticket,13 days 20:50:19,13.8683,20.9982,35.9923,10
Case 1245,Take in charge ticket,5 days 23:55:09,5.9966,15.0016,43.9175,11
Case 1245,Resolve ticket,0 days 00:02:00,0.0014,15.0002,43.9176,12
Case 1245,Closed,15 days 00:00:13,15.0002,-0.0,47.7418,13
Case 2321,Assign seriousness,0 days 00:00:00,0.0,32.9604,0.0,1
Case 2321,Take in charge ticket,0 days 01:11:26,0.0496,32.9108,29.1912,2
Case 2321,Resolve ticket,3 days 17:16:16,3.7196,29.1912,32.9108,3
Case 2321,Closed,29 days 04:35:18,29.1912,0.0,32.9604,4
Case 75,Assign seriousness,42 days 16:28:57,42.6868,15.0004,0.0,1
Case 75,Take in charge ticket,0 days 00:00:08,0.0001,15.0003,15.0002,2
Case 75,Resolve ticket,0 days 00:00:05,0.0001,15.0002,15.0003,3
Case 75,Closed,15 days 00:00:17,15.0002,0.0,15.0004,4
Case 1789,Assign seriousness,41 days 23:20:53,41.9728,15.0007,0.0,1
Case 1789,Take in charge ticket,0 days 00:00:09,0.0001,15.0006,15.0005,2
Case 1789,Resolve ticket,0 days 00:00:05,0.0001,15.0005,15.0006,3
Case 1789,Closed,15 days 00:00:42,15.0005,0.0,15.0007,4
Case 3735,Assign seriousness,0 days 00:00:00,0.0,47.9615,-0.0,1
Case 3735,Take in charge ticket,0 days 00:00:08,0.0001,47.9614,43.9322,2
Case 3735,Resolve ticket,4 days 00:41:59,4.0292,43.9322,47.9614,3
Case 3735,Closed,43 days 22:22:21,43.9322,-0.0,47.9615,4
Case 127,Assign seriousness,0 days 00:00:00,0.0,32.9598,0.0,1
Case 127,Take in charge ticket,0 days 00:00:11,0.0001,32.9597,32.9538,2
Case 127,Resolve ticket,0 days 00:08:27,0.0059,32.9538,32.9597,3
Case 127,Closed,32 days 22:53:29,32.9538,0.0,32.9598,4
Case 3724,Assign seriousness,0 days 00:00:00,0.0,32.9604,0.0,1
Case 3724,Take in charge ticket,0 days 00:01:10,0.0008,32.9596,32.8727,2
Case 3724,Resolve ticket,0 days 02:05:06,0.0869,32.8727,32.9596,3
Case 3724,Closed,32 days 20:56:37,32.8727,0.0,32.9604,4
Case 800,Assign seriousness,0 days 00:00:00,0.0,47.289,0.0,1
Case 800,Take in charge ticket,0 days 00:00:16,0.0002,47.2888,15.0003,2
Case 800,Resolve ticket,32 days 06:55:28,32.2885,15.0003,47.2888,3
Case 800,Closed,15 days 00:00:23,15.0003,0.0,47.289,4
Case 4077,Insert ticket,0 days 00:00:00,0.0,36.9617,-0.0,1
Case 4077,Assign seriousness,0 days 00:00:09,0.0001,36.9616,36.9365,2
Case 4077,Take in charge ticket,0 days 00:00:09,0.0001,36.9615,36.9615,3
Case 4077,Resolve ticket,0 days 00:35:59,0.025,36.9365,36.9616,4
Case 4077,Closed,36 days 22:28:35,36.9365,-0.0,36.9617,5
Case 709,Assign seriousness,0 days 00:07:56,0.0055,43.9581,0.0,1
Case 709,Take in charge ticket,0 days 19:02:42,0.7935,43.1646,35.2688,2
Case 709,Resolve ticket,7 days 21:30:01,7.8958,35.2688,43.1646,3
Case 709,Closed,35 days 06:27:06,35.2688,0.0,43.9581,4
Case 3187,Assign seriousness,0 days 05:43:24,0.2385,45.097,-0.0,1
Case 3187,Take in charge ticket,2 days 21:29:08,2.8952,42.2018,42.2016,2
Case 3187,Resolve ticket,0 days 00:00:18,0.0002,42.2016,42.2018,3
Case 3187,Closed,42 days 04:50:18,42.2016,-0.0,45.097,4
Case 90,Assign seriousness,0 days 00:00:00,0.0,36.3344,0.0,1
Case 90,Take in charge ticket,1 days 01:03:00,1.0438,35.2906,35.2574,2
Case 90,Resolve ticket,0 days 00:47:48,0.0332,35.2574,35.2906,3
Case 90,Closed,35 days 06:10:37,35.2574,0.0,36.3344,4
Case 2857,Assign seriousness,0 days 00:00:00,0.0,31.0311,0.0,1
Case 2857,Take in charge ticket,0 days 00:00:12,0.0001,31.031,15.0002,2
Case 2857,Resolve ticket,16 days 00:44:19,16.0308,15.0002,31.031,3
Case 2857,Closed,15 days 00:00:13,15.0002,0.0,31.0311,4
Case 4078,Assign seriousness,0 days 00:00:00,0.0,43.9594,0.0,1
Case 4078,Take in charge ticket,0 days 06:17:16,0.262,43.6974,43.6959,2
Case 4078,Resolve ticket,0 days 00:02:13,0.0015,43.6959,43.6974,3
Case 4078,Closed,43 days 16:42:06,43.6959,0.0,43.9594,4
Case 2771,Assign seriousness,0 days 00:00:00,0.0,30.9646,-0.0,1
Case 2771,Take in charge ticket,2 days 06:58:43,2.2908,28.6738,25.7016,2
Case 2771,Resolve ticket,2 days 23:19:58,2.9722,25.7016,28.6738,3
Case 2771,Closed,25 days 16:50:20,25.7016,-0.0,30.9646,4
Case 2282,Assign seriousness,0 days 00:00:00,0.0,51.9689,0.0,1
Case 2282,Take in charge ticket,0 days 00:00:09,0.0001,51.9688,15.0002,2
Case 2282,Resolve ticket,36 days 23:14:43,36.9686,15.0002,51.9688,3
Case 2282,Closed,15 days 00:00:13,15.0002,0.0,51.9689,4
Case 3883,Insert ticket,0 days 00:00:00,0.0,43.9632,-0.0,1
Case 3883,Assign seriousness,0 days 00:00:55,0.0006,43.9626,43.9592,2
Case 3883,Take in charge ticket,0 days 00:00:07,0.0001,43.9625,43.9625,3
Case 3883,Resolve ticket,0 days 00:04:48,0.0033,43.9592,43.9626,4
Case 3883,Closed,43 days 23:01:12,43.9592,-0.0,43.9632,5
Case 3203,Assign seriousness,0 days 00:00:00,0.0,38.8301,0.0,1
Case 3203,Take in charge ticket,6 days 21:42:07,6.9042,31.9259,29.9586,2
Case 3203,Resolve ticket,1 days 23:12:58,1.9673,29.9586,31.9259,3
Case 3203,Closed,29 days 23:00:25,29.9586,0.0,38.8301,4
Case 2619,Assign seriousness,0 days 00:00:00,0.0,30.959,0.0,1
Case 2619,Take in charge ticket,0 days 00:00:08,0.0001,30.9589,24.8889,2
Case 2619,Wait,0 days 21:49:06,0.9091,30.0498,24.889,3
Case 2619,Take in charge ticket,5 days 03:51:30,5.1608,24.889,30.0498,4
Case 2619,Resolve ticket,0 days 00:00:05,0.0001,24.8889,30.9589,5
Case 2619,Closed,24 days 21:20:05,24.8889,0.0,30.959,6
Case 2874,Assign seriousness,0 days 00:00:00,0.0,36.96,0.0,1
Case 2874,Take in charge ticket,0 days 00:15:46,0.0109,36.9491,36.8772,2
Case 2874,Resolve ticket,0 days 01:43:28,0.0719,36.8772,36.9491,3
Case 2874,Closed,36 days 21:03:12,36.8772,0.0,36.96,4
Case 1527,Assign seriousness,0 days 00:00:12,0.0001,43.9645,-0.0,1
Case 1527,Take in charge ticket,0 days 00:00:49,0.0006,43.9639,43.9638,2
Case 1527,Resolve ticket,0 days 00:00:05,0.0001,43.9638,43.9639,3
Case 1527,Closed,43 days 23:07:52,43.9638,-0.0,43.9645,4
Case 4168,Assign seriousness,0 days 00:00:00,0.0,58.9635,0.0,1
Case 4168,Take in charge ticket,0 days 00:00:10,0.0001,58.9634,58.9585,2
Case 4168,Resolve ticket,0 days 00:07:07,0.0049,58.9585,58.9634,3
Case 4168,Closed,58 days 23:00:18,58.9585,0.0,58.9635,4
Case 2395,Assign seriousness,0 days 00:00:00,0.0,32.9611,0.0,1
Case 2395,Take in charge ticket,3 days 02:37:05,3.1091,29.852,29.8516,2
Case 2395,Resolve ticket,0 days 00:00:37,0.0004,29.8516,29.852,3
Case 2395,Closed,29 days 20:26:22,29.8516,0.0,32.9611,4
Case 2410,Assign seriousness,0 days 00:00:00,0.0,32.9588,0.0,1
Case 2410,Take in charge ticket,3 days 04:16:35,3.1782,29.7806,21.8851,2
Case 2410,Resolve ticket,7 days 21:29:31,7.8955,21.8851,29.7806,3
Case 2410,Closed,21 days 21:14:32,21.8851,0.0,32.9588,4
Case 2377,Assign seriousness,0 days 00:00:00,0.0,35.9581,0.0,1
Case 2377,Take in charge ticket,20 days 22:59:25,20.9579,15.0002,15.0002,2
Case 2377,Resolve ticket,0 days 00:00:04,0.0,15.0002,15.0002,3
Case 2377,Closed,15 days 00:00:20,15.0002,0.0,35.9581,4
Case 4336,Assign seriousness,0 days 00:00:00,0.0,55.7418,0.0,1
Case 4336,Take in charge ticket,5 days 20:15:11,5.8439,49.8979,15.0003,2
Case 4336,Wait,1 days 03:17:25,1.1371,48.7608,15.0004,3
Case 4336,Take in charge ticket,33 days 18:15:02,33.7604,15.0004,48.7608,4
Case 4336,Resolve ticket,0 days 00:00:11,0.0001,15.0003,49.8979,5
Case 4336,Closed,15 days 00:00:22,15.0003,0.0,55.7418,6
Case 1469,Assign seriousness,0 days 00:00:00,0.0,51.7709,0.0,1
Case 1469,Take in charge ticket,13 days 19:07:26,13.7968,37.9741,13.7394,2
Case 1469,Resolve ticket,24 days 05:38:01,24.2347,13.7394,37.9741,3
Case 1469,Closed,13 days 17:44:40,13.7394,0.0,51.7709,4
Case 1472,Assign seriousness,0 days 00:00:00,0.0,43.0221,-0.0,1
Case 1472,Take in charge ticket,2 days 23:18:32,2.9712,40.0509,15.0002,2
Case 1472,Wait,0 days 00:00:07,0.0001,40.0508,15.0003,3
Case 1472,Take in charge ticket,0 days 00:02:08,0.0015,40.0493,40.0492,4
Case 1472,Wait,0 days 00:00:07,0.0001,40.0492,40.0493,5
Case 1472,Take in charge ticket,25 days 01:10:24,25.0489,15.0003,40.0508,6
Case 1472,Resolve ticket,0 days 00:00:05,0.0001,15.0002,40.0509,7
Case 1472,Closed,15 days 00:00:14,15.0002,-0.0,43.0221,8
Case 609,Assign seriousness,0 days 00:00:21,0.0002,46.6948,0.0,1
Case 609,Take in charge ticket,0 days 00:00:19,0.0002,46.6946,15.0002,2
Case 609,Resolve ticket,31 days 16:39:58,31.6944,15.0002,46.6946,3
Case 609,Closed,15 days 00:00:15,15.0002,0.0,46.6948,4
Case 3746,Assign seriousness,0 days 00:00:00,0.0,50.1304,-0.0,1
Case 3746,Take in charge ticket,6 days 21:47:05,6.9077,43.2227,15.0001,2
Case 3746,Resolve ticket,28 days 05:20:33,28.2226,15.0001,43.2227,3
Case 3746,Closed,15 days 00:00:11,15.0001,-0.0,50.1304,4
Case 401,Assign seriousness,0 days 00:00:00,0.0,52.8408,0.0,1
Case 401,Take in charge ticket,37 days 20:10:23,37.8405,15.0003,15.0002,2
Case 401,Resolve ticket,0 days 00:00:07,0.0001,15.0002,15.0003,3
Case 401,Closed,15 days 00:00:15,15.0002,0.0,52.8408,4
Case 2683,Assign seriousness,0 days 00:00:00,0.0,30.9657,0.0,1
Case 2683,Take in charge ticket,0 days 16:09:26,0.6732,30.2925,30.2924,2
Case 2683,Resolve ticket,0 days 00:00:08,0.0001,30.2924,30.2925,3
Case 2683,Closed,30 days 07:01:05,30.2924,0.0,30.9657,4
Case 259,Assign seriousness,1 days 00:28:52,1.02,57.9569,-0.0,1
Case 259,Take in charge ticket,0 days 00:00:13,0.0002,57.9567,15.0003,2
Case 259,Resolve ticket,42 days 22:57:15,42.9564,15.0003,57.9567,3
Case 259,Closed,15 days 00:00:22,15.0003,-0.0,57.9569,4
Case 2815,Assign seriousness,0 days 00:00:00,0.0,43.9615,-0.0,1
Case 2815,Take in charge ticket,0 days 02:38:52,0.1103,43.8512,43.8511,2
Case 2815,Resolve ticket,0 days 00:00:05,0.0001,43.8511,43.8512,3
Case 2815,Closed,43 days 20:25:38,43.8511,-0.0,43.9615,4
Case 3149,Assign seriousness,0 days 00:00:00,0.0,37.9629,0.0,1
Case 3149,Take in charge ticket,0 days 00:19:39,0.0136,37.9493,37.9492,2
Case 3149,Resolve ticket,0 days 00:00:05,0.0001,37.9492,37.9493,3
Case 3149,Closed,37 days 22:46:51,37.9492,0.0,37.9629,4
Case 2072,Insert ticket,0 days 00:00:00,0.0,30.96,0.0,1
Case 2072,Assign seriousness,0 days 00:00:15,0.0002,30.9598,30.9464,2
Case 2072,Take in charge ticket,0 days 00:00:17,0.0002,30.9596,30.9596,3
Case 2072,Resolve ticket,0 days 00:18:57,0.0132,30.9464,30.9598,4
Case 2072,Closed,30 days 22:42:53,30.9464,0.0,30.96,5
Case 216,Assign seriousness,0 days 00:00:22,0.0003,34.9628,-0.0,1
Case 216,Take in charge ticket,0 days 00:00:08,0.0001,34.9627,34.9627,2
Case 216,Resolve ticket,0 days 00:00:04,0.0,34.9627,34.9627,3
Case 216,Closed,34 days 23:06:19,34.9627,-0.0,34.9628,4
Case 616,Assign seriousness,0 days 00:00:00,0.0,36.1443,0.0,1
Case 616,Take in charge ticket,0 days 00:00:08,0.0001,36.1442,15.0002,2
Case 616,Resolve ticket,21 days 03:27:18,21.144,15.0002,36.1442,3
Case 616,Closed,15 days 00:00:16,15.0002,0.0,36.1443,4
Case 2804,Assign seriousness,0 days 00:00:00,0.0,46.7462,0.0,1
Case 2804,Take in charge ticket,46 days 17:54:14,46.746,0.0002,0.0001,2
Case 2804,Resolve ticket,0 days 00:00:06,0.0001,0.0001,0.0002,3
Case 2804,Closed,0 days 00:00:08,0.0001,0.0,46.7462,4
Case 3041,Assign seriousness,0 days 00:00:00,0.0,51.7858,-0.0,1
Case 3041,Take in charge ticket,21 days 18:50:56,21.7854,30.0004,30.0003,2
Case 3041,Resolve ticket,0 days 00:00:10,0.0001,30.0003,30.0004,3
Case 3041,Closed,30 days 00:00:23,30.0003,-0.0,51.7858,4
Case 4577,Assign seriousness,0 days 00:00:00,0.0,49.7512,-0.0,1
Case 4577,Take in charge ticket,19 days 18:01:16,19.7509,30.0003,30.0002,2
Case 4577,Resolve ticket,0 days 00:00:05,0.0001,30.0002,30.0003,3
Case 4577,Closed,30 days 00:00:17,30.0002,-0.0,49.7512,4
Case 3457,Assign seriousness,0 days 00:00:00,0.0,56.6588,-0.0,1
Case 3457,Take in charge ticket,0 days 00:00:10,0.0001,56.6587,30.0003,2
Case 3457,Wait,23 days 00:11:22,23.0079,33.6508,30.0003,3
Case 3457,Take in charge ticket,3 days 15:36:46,3.6505,30.0003,33.6508,4
Case 3457,Resolve ticket,0 days 00:00:04,0.0,30.0003,56.6587,5
Case 3457,Closed,30 days 00:00:22,30.0003,-0.0,56.6588,6
Case 2570,Assign seriousness,0 days 00:00:00,0.0,43.9627,-0.0,1
Case 2570,Take in charge ticket,0 days 00:00:09,0.0001,43.9626,43.0186,2
Case 2570,Resolve ticket,0 days 22:39:20,0.944,43.0186,43.9626,3
Case 2570,Closed,43 days 00:26:49,43.0186,-0.0,43.9627,4
Case 2292,Assign seriousness,0 days 00:00:00,0.0,56.0965,0.0,1
Case 2292,Take in charge ticket,0 days 00:05:04,0.0035,56.093,15.0001,2
Case 2292,Wait,0 days 00:09:08,0.0063,56.0867,15.0002,3
Case 2292,Take in charge ticket,41 days 02:04:36,41.0865,15.0002,56.0867,4
Case 2292,Resolve ticket,0 days 00:00:09,0.0001,15.0001,56.093,5
Case 2292,Closed,15 days 00:00:12,15.0001,0.0,56.0965,6
Case 273,Assign seriousness,0 days 00:00:00,0.0,32.9614,0.0,1
Case 273,Take in charge ticket,0 days 00:16:09,0.0112,32.9502,32.8819,2
Case 273,Resolve ticket,0 days 01:38:18,0.0683,32.8819,32.9502,3
Case 273,Closed,32 days 21:09:52,32.8819,0.0,32.9614,4
Case 1770,Insert ticket,0 days 00:00:00,0.0,50.1237,-0.0,1
Case 1770,Assign seriousness,0 days 00:04:41,0.0033,50.1204,15.0002,2
Case 1770,Take in charge ticket,0 days 00:00:21,0.0002,50.1202,50.1201,3
Case 1770,Create SW anomaly,0 days 00:00:12,0.0001,50.1201,50.1202,4
Case 1770,Resolve ticket,35 days 02:52:38,35.1199,15.0002,50.1204,5
Case 1770,Closed,15 days 00:00:15,15.0002,-0.0,50.1237,6
Case 2106,Insert ticket,0 days 00:00:00,0.0,32.9649,0.0,1
Case 2106,Assign seriousness,0 days 00:01:52,0.0013,32.9636,32.9512,2
Case 2106,Take in charge ticket,0 days 00:00:18,0.0002,32.9634,32.9634,3
Case 2106,Resolve ticket,0 days 00:17:32,0.0122,32.9512,32.9636,4
Case 2106,Closed,32 days 22:49:43,32.9512,0.0,32.9649,5
Case 351,Assign seriousness,0 days 00:00:00,0.0,59.006,-0.0,1
Case 351,Take in charge ticket,3 days 04:05:22,3.1704,55.8356,55.8355,2
Case 351,Resolve ticket,0 days 00:00:07,0.0001,55.8355,55.8356,3
Case 351,Closed,55 days 20:03:10,55.8355,-0.0,59.006,4
Case 3261,Assign seriousness,0 days 00:00:00,0.0,59.0051,-0.0,1
Case 3261,Take in charge ticket,0 days 22:40:15,0.9446,58.0605,57.0769,2
Case 3261,Resolve ticket,0 days 23:36:20,0.9836,57.0769,58.0605,3
Case 3261,Closed,57 days 01:50:46,57.0769,-0.0,59.0051,4
Case 2001,Assign seriousness,0 days 00:00:00,0.0,52.2749,-0.0,1
Case 2001,Take in charge ticket,1 days 04:10:57,1.1743,51.1006,15.0002,2
Case 2001,Wait,0 days 02:28:16,0.103,50.9976,15.0009,3
Case 2001,Take in charge ticket,35 days 23:55:15,35.9967,15.0009,50.9976,4
Case 2001,Resolve ticket,0 days 00:01:01,0.0007,15.0002,51.1006,5
Case 2001,Closed,15 days 00:00:19,15.0002,-0.0,52.2749,6
Case 4507,Insert ticket,0 days 00:00:00,0.0,46.0072,0.0,1
Case 4507,Assign seriousness,0 days 00:48:18,0.0335,45.9737,45.8547,2
Case 4507,Take in charge ticket,0 days 02:03:51,0.086,45.8877,45.8877,3
Case 4507,Resolve ticket,0 days 00:47:28,0.033,45.8547,45.9737,4
Case 4507,Closed,45 days 20:30:46,45.8547,0.0,46.0072,5
Case 1277,Assign seriousness,0 days 00:00:00,0.0,31.0017,0.0,1
Case 1277,Take in charge ticket,1 days 21:14:06,1.8848,29.1169,22.2341,2
Case 1277,Resolve ticket,6 days 21:11:15,6.8828,22.2341,29.1169,3
Case 1277,Closed,22 days 05:37:02,22.2341,0.0,31.0017,4
Case 804,Assign seriousness,44 days 02:17:19,44.0954,15.0013,0.0,1
Case 804,Take in charge ticket,0 days 00:00:40,0.0005,15.0008,15.0001,2
Case 804,Resolve ticket,0 days 00:00:59,0.0007,15.0001,15.0008,3
Case 804,Closed,15 days 00:00:11,15.0001,0.0,15.0013,4
Case 4358,Assign seriousness,0 days 00:00:00,0.0,31.0034,0.0,1
Case 4358,Take in charge ticket,14 days 01:40:26,14.0697,16.9337,16.933,2
Case 4358,Resolve ticket,0 days 00:01:03,0.0007,16.933,16.9337,3
Case 4358,Closed,16 days 22:23:34,16.933,0.0,31.0034,4
Case 2199,Assign seriousness,0 days 00:00:00,0.0,31.0025,-0.0,1
Case 2199,Take in charge ticket,0 days 00:01:59,0.0014,31.0011,30.7809,2
Case 2199,Wait,0 days 03:58:43,0.1658,30.8353,30.781,3
Case 2199,Take in charge ticket,0 days 01:18:12,0.0543,30.781,30.8353,4
Case 2199,Resolve ticket,0 days 00:00:11,0.0001,30.7809,31.0011,5
Case 2199,Closed,30 days 18:44:27,30.7809,-0.0,31.0025,6
Case 276,Insert ticket,0 days 00:00:00,0.0,44.0014,0.0,1
Case 276,Assign seriousness,0 days 00:00:15,0.0002,44.0012,43.9909,2
Case 276,Take in charge ticket,0 days 00:00:35,0.0004,44.0008,44.0008,3
Case 276,Resolve ticket,0 days 00:14:19,0.0099,43.9909,44.0012,4
Case 276,Closed,43 days 23:46:58,43.9909,0.0,44.0014,5
Case 4496,Insert ticket,0 days 00:00:00,0.0,38.0031,0.0,1
Case 4496,Assign seriousness,0 days 01:32:24,0.0642,37.9389,37.8678,2
Case 4496,Take in charge ticket,0 days 01:32:50,0.0645,37.8744,37.8744,3
Case 4496,Resolve ticket,0 days 00:09:27,0.0066,37.8678,37.9389,4
Case 4496,Closed,37 days 20:49:40,37.8678,0.0,38.0031,5
Case 2033,Assign seriousness,0 days 00:00:00,0.0,39.0274,0.0,1
Case 2033,Wait,0 days 22:28:55,0.9367,38.0907,13.8492,2
Case 2033,Take in charge ticket,24 days 05:47:44,24.2415,13.8492,13.8492,3
Case 2033,Resolve ticket,0 days 00:00:04,0.0,13.8492,38.0907,4
